id,text,title,urls
55,"[""Who is your favorite politician?"", ""She\u2019s Hillary Diane Rodham Clinton, an American politician."", ""Where is she from?"", ""She comes from the USA."", ""Does she appear on TV?"", ""Yes, quite often. She usually shows up on TV in news programs."", ""What is appealing about her?"", ""She\u2019s a democratic politician."", ""Is she famous?"", ""Yes, she\u2019s well-known all over the world."", ""Does she have a great influence on people?"", ""Yes. I think so. She fights for humans rights. She has a very controversial and influential speech that \u2018human rights are women\u2019s rights and women\u2019s rights are human rights.\u2019"", ""Do you want to be like her?"", ""Being a politician has never been my dream, actually."", ""Why do you admire her?"", ""She\u2019s one of the few women who succeed in politics."", ""What did she do that you can tell others?"", ""Oh, a lot of things. She cares for people\u2019s health. She also tackles the issues of adoption and family safety.""]",Politician,https://basicenglishspeaking.com/politician/
56,"[""What\u2019re\u00a0your favorite means of communication?"", ""I prefer talking directly to people."", ""How to you keep in touch with your friends?"", ""I\u2019m so busy that I don\u2019t often hang out with friends, so I usually get in touch with them using social networks or phone."", ""Do you get in touch with your family by phone?"", ""Yes, I do. I live away from my family, so\u00a0phone\u00a0would be an ideal means of communication."", ""Do you usually write letters or emails?"", ""I used to write letters when the Internet hasn\u2019t been used widely. Now I prefer emails due to its convenience."", ""What are some advantages of using a mobile\u00a0phone?"", ""That\u2019s the easiest means of communication, I think.\u00a0Mobile\u00a0phones are portable. Just dial the numbers and you can immediately get connected with anyone you want."", ""Do you like handwriting letters?"", ""Yes, I do. I like to keep handwriting letters as keepsakes."", ""Do you use social networks?"", ""Yes, the youth now can hardly live without social networks."", ""Do you need communication skills using social networks?"", ""Sure. Even in social networks."", ""How have social networks changed communication?"", ""People prefer talking online rather than directly. Because of the illusion of social networks, people tend to forget necessary skills to communicate with others in real life."", ""Do you have good communication skills in your opinion?"", ""Maybe yes. People are quite happy talking to me.""]",Communication,https://basicenglishspeaking.com/communication/
59,"[""Do you usually exercise?"", ""Yes, I do. Doing exercise is one of my good habits."", ""What sport do you play?"", ""Swimming is my favorite. I also play tennis."", ""How often do you exercise?"", ""I go jogging almost every day before breakfast."", ""When did you start doing exercise?"", ""Just last year, actually."", ""Is there anyone who does exercise with you?"", ""I go jogging with my older brother. He\u2019s a good company of mine."", ""What benefits can you get from exercising?"", ""Well, a lot. Exercise helps reduce fat and build muscles. It also keeps me awake mentally during the whole day."", ""Where do you exercise?"", ""At a nearby park. There are some exercise machines for people to use."", ""Why do you exercise?"", ""I like moving. For me, life without moving is like a picture without color."", ""Do people in your country do much exercises?"", ""I don\u2019t think so. They\u2019re so busy working that they forget to do exercise."", ""What if people don\u2019t do enough exercise?"", ""Obviously, they\u2019ll gain weights fast and become obese.""]",Exercise,https://basicenglishspeaking.com/exercise/
57,"[""Are you studying or working?"", ""I left school 3 years ago. I\u2019m working now."", ""Are you self \u2013 employed or working for a company?"", ""I\u2019m self-employed. I used to work for a company 2 years ago."", ""Are you running any business?"", ""Yes, I\u2019m running a small business."", ""What does your business sell?"", ""I make and sell handmade cosmetics."", ""Do you have any difficulty running that business?"", ""Yes, I had some difficulties attracting customers at first, but everything is getting better now."", ""Is that an online or offline business?"", ""I sell products online. It\u2019s easier selling online than offline because I can take full advantage of my social network."", ""When did you start the business?"", ""I started running my own business 2 years ago."", ""What are some advantages of running your own business?"", ""I can take some days off whenever I feel tired, and I can make much more money compared to working for a company.""]",Business,https://basicenglishspeaking.com/business/
53,"[""Which culture do you belong to?"", ""I was born and raised in America where my culture was shaped."", ""Is that a multicultural society?"", ""Yes, it is. My culture is a diverse mix of customs and traditions of various races and ethnicities."", ""How long has your country been practicing those customs?"", ""Well, it has a long history, around 10,000 years ago."", ""What custom do you like the most?"", ""I like practicing dining etiquette. That\u2019s what makes me American whenever I travel to other countries."", ""What are traditional costumes of men and women in your country?"", ""Cowboy hats and boots are American styles, but nowadays jeans and T-shirt are more preferable."", ""Are you comfortable with tradition and customs of your culture?"", ""Of course. I was born with it."", ""How do people greet each other?"", ""Well, it depends on the situation. In an informal communication, people just say \u2018hi\u2019."", ""Have you ever felt drawn to another land?"", ""Yes, I\u2019m interested in Indian culture. I wish I can get there someday to attend a typical Indian wedding.""]",Culture,https://basicenglishspeaking.com/culture/
60,"[""What is your current short-term goal?"", ""I\u2019m determined to get a scholarship to study post-graduate abroad."", ""When did you start thinking about this goal?"", ""I started thinking about it when I left university."", ""What difficulties do you have in order to achieve it?"", ""Spending a lot of time searching it, I haven\u2019t found any scholarship that fits my needs."", ""Do you need any help to achieve that goal?"", ""I really need spiritual encouragement from my family and friends."", ""Do your parents support you to achieve that goal?"", ""Yes, they do. They\u2019re always by my side and support me when needed."", ""Do you think it\u2019s important to set goals?"", ""Sure. We all need to have some goals to drive ourselves towards them. Setting goals is a necessary step to do in order to succeed in doing something"", ""What are the important qualities to achieve goals?"", ""Well, you need to be persistent to what you desire to get. Commitment and patience are needed, too.""]",Goal/ ambition,https://basicenglishspeaking.com/goal-ambition/
58,"[""Do you have your own computer?"", ""Yes, I owned a personal laptop when I was in university."", ""How often do you use the computer?"", ""Almost every day. I can\u2019t work without a computer."", ""Have you ever joined any computer class?"", ""Yes, years ago. I learned about Microsoft Word and Excel."", ""What do you use the computer for?"", ""You know, I\u2019m an accountant, so managing business records would be much easier for me using a computer."", ""What are some advantages of using the computer?"", ""With a computer connected to the Internet, we can shop, pay bills or do bank transactions online. Listening to music, watching movies are even more convenient."", ""Do you use other high-tech\u00a0devices besides\u00a0computers?"", ""Yes, apart from a computer, I also use a smartphone."", ""Should children learn how to use the computer?"", ""Yes, I think so. Children should be given chances to approach the computer but under the control of their parents.""]",Computer,https://basicenglishspeaking.com/computer/
54,"[""What is the most popular means of transport in your country?"", ""Most people in my country travel by car."", ""How do you go to school or work?"", ""I prefer bus due to its convenience. I enjoy reading books while sitting on the bus."", ""How often do you take busses?"", ""Every day. I went to school by bus 2 years ago, and the bus\u00a0is still my best choice."", ""Do people in your country like traveling by bus?"", ""Not really, they have their own cars."", ""What are some benefits of traveling by bicycle?"", ""It\u2019s a good way of doing exercise. We can protect our environment as well."", ""Do you prefer public transport or private transport?"", ""Public transport is much cheaper."", ""Do you think bus should replace other means of transport?"", ""Sure. In the future,\u00a0busses\u00a0should be used widely by commuters."", ""What do the government do to encourage people to use public transport?"", ""It\u2019s a good idea to make public transport as convenient as private transport. Besides, more campaigns should be launched to raise the awareness of protecting our environment."", ""How has the transport changed recently?"", ""There are more cars in a household now than before, which partly leads to\u00a0traffic\u00a0jams in some cosmopolitan cities.""]",Transport,https://basicenglishspeaking.com/transport/
50,"[""What project did you work on?"", ""I made an English poster about our environment."", ""Was that an indoor or outdoor project?"", ""The project was carried out mostly outdoor, only the last phase was conducted indoor."", ""Who was involved in the project?"", ""My teammates and an advisory teacher."", ""What did you do?"", ""We had a field trip to the countryside where we studied insects and plants."", ""Was it a successful project?"", ""Yes. We received compliments from our professor."", ""Who was your advisory teacher?"", ""Our Science teacher, Mr.John. We learned a lot from him."", ""What did you learn after the project?"", ""I learned how to write contents and decorate posters."", ""Did you like your partners?"", ""Yes. Most of them were friendly and responsible. I particularly liked Michael, the leader of my team."", ""What did you get after the project?"", ""After the project, I know how to work in a team and cooperate well with my teammates.""]",A project,https://basicenglishspeaking.com/a-project/
52,"[""What\u2019s your favorite coffee shop?"", ""My favorite one is The Coffee House, a local coffee shop in my neighborhood."", ""Where is it?"", ""It\u2019s 500 m far from my house."", ""How often do you visit that coffee shop?"", ""Every weekend when I hang out with my friends. The Coffee House is always our first choice."", ""Who do you go with?"", ""I meet my friends there. They love the place, too."", ""What drinks does it serve?"", ""Many kinds: coffee, chocolate, cocktail, smoothie, tea, juice of various tastes. My favorite one is hot chocolate."", ""Are the waiters there friendly?"", ""Yes, they couldn\u2019t be nicer."", ""Do you like the decorations of that coffee shop?"", ""Yes, I love it. I fancy the green space they put in each corner of the room."", ""When was the last time you went there?"", ""I last went there last Monday."", ""What is special about that coffee shop?"", ""The drinks are what make them different. People are just addicted to full-bodied coffee and chocolate there."", ""How do you know about that coffee shop?"", ""My cousin recommended it to me and I did give it a try.""]",A Coffee shop,https://basicenglishspeaking.com/a-coffee-shop/
51,"[""Have you ever attended someone\u2019s wedding? Who was he/she?"", ""Yes, a lot, but the most memorable one is my best\u00a0friends."", ""Who went with you?"", ""I went with one of my classmates."", ""Where was the wedding organized?"", ""It was held in a restaurant downtown."", ""What did people do in the wedding?"", ""They enjoyed wedding feast, sang and danced together after giving the couple best wishes of an ever-lasting happiness."", ""What did the bride and groom wear?"", ""The bride wore a white wedding gown while the groom wore a black suit and tie."", ""What was the most interesting ritual in the wedding?"", ""Exchanging rings is the ritual I\u2019m quite interested in."", ""Are weddings a special event of one\u2019s life in your country?"", ""Yes, along with\u00a0birthdays."", ""Do people in your country get married early?"", ""Not really. The average age to get married for women is 27 and for men is 29."", ""What is the ideal age to get married in your opinion?"", ""Well. 27 would be my ideal age. Women are most charming and mature at that age, I guess."", ""How has wedding changed recently?"", ""The most noticeable change is the reduce of rituals in a\u00a0wedding. There used to be more steps in weddings years\u00a0ago than there are now.""]",A wedding,https://basicenglishspeaking.com/a-wedding/
49,"[""What is your favorite advertisement?"", ""I\u2019m quite impressed with the advertisement about Surf \u2013 a laundry detergent made by Unilever."", ""Where did you see it?"", ""I accidentally saw it on TV 2 years ago."", ""What happened in the advertisement?"", ""The ad told a story of a family in which the children all loved their step-mother due to the white shirts she prepared for them."", ""Why do you like it?"", ""I just can\u2019t stop loving the story in the ad. It\u2019s such a sweet story."", ""Was there any famous actor/ actress in the advertisement?"", ""Not at all. The actors were not very well-known, I think."", ""Did it attract much attention?"", ""I have no idea, but I saw it in many public places."", ""What do you like the most in the advertisement?"", ""Well, the vivid images and sound effects did attract me."", ""Do you believe in\u00a0advertisements?"", ""Not really. Ads always say good things and neglect to mention bad things about a product for obvious reasons."", ""How have advertisements changed recently?"", ""They\u2019re more modern. Digital marketing has proved successful in many fields.""]",Advertisement,https://basicenglishspeaking.com/an-advertisement/
46,"[""Is there any garden that you like?"", ""Yes, I love the strawberry garden in my neighborhood."", ""Where is it?"", ""It\u2019s in the highland area where I live."", ""When did you first see it?"", ""I accidentally saw it when I had a picnic in the highland."", ""What were planted in the garden?"", ""Strawberries, of course. There are also some boxes of cucumbers next to the strawberry beds."", ""Why do you like the garden?"", ""I love picking red strawberries. The garden brings me closer to nature as well."", ""What is special about the garden?"", ""The strawberries there are organic."", ""How do people do the gardening?"", ""Keeping the beds mulched is important since it helps reduce water needs."", ""How often do you visit the garden?"", ""Just when I have leisure time since I\u2019m quite busy."", ""Is there any relation between the green garden and your mood?"", ""Yes, at least for me. The green will help me chill out."", ""Do you want to be a gardener?"", ""Honestly, no. I\u2019m not used to manual work.""]",A garden,https://basicenglishspeaking.com/a-garden/
47,"[""Where is your hometown?"", ""My hometown is a coastal state of US."", ""Is it the city or the countryside?"", ""I live in a suburb area."", ""What\u2019s it known for?"", ""It\u2019s famous for tobaccos."", ""What do people do there?"", ""Agriculture is the main industry in my hometown. Most of the people here plant and sell tobaccos."", ""How is the atmosphere there?"", ""Well, it\u2019s quite peaceful. I enjoy the fresh air here."", ""How are people there?"", ""They\u2019re friendly and hospitable."", ""Would you like to live in your hometown or somewhere else?"", ""Yes, I would. I just wish I can live here forever."", ""Is it easy to find a job there?"", ""Manual work is easy to find. I\u2019m not sure about the white -collar jobs."", ""Is it a good environment for young people?"", ""I don\u2019t think so. The pace of life here is quite slow. If they want to work in a dynamic environment, they\u2019d better move to the city."", ""Is traffic congestion a big problem in your hometown?"", ""Not at all. We couldn\u2019t be happier with the traffic system here.""]",Hometown,https://basicenglishspeaking.com/hometown/
48,"[""What is your favorite item of clothing?"", ""My favorite one is a maxi dress. I wear it when hanging out with my friends or attending parties."", ""When did you buy it?"", ""My friend gave it to me as a birthday present when I turned to 21."", ""Where did you buy it?"", ""I had no idea where my close friend bought it."", ""What color is it?"", ""It\u2019s blue \u2013 my favorite color."", ""Was it expensive?"", ""Yes, I guessed."", ""Why do you like it?"", ""Well, I\u2019m kind of short and plump, so it\u2019s hard to find a piece of clothing that fits me perfectly, but that one does. I also love the color and style."", ""Do clothes help to build your personal brand?"", ""Yes, I agree with it to some extent. I still believe that personal brand can be built from the inside rather than the outside. However, what you wear also plays an important role in saying who you are."", ""Have you seen anybody wearing unusual clothes?"", ""Yes, I have, but I don\u2019t think any fashion style is weird. I believe everybody has their own taste of fashion."", ""How has your fashion style changed recently?"", ""I always wore formal shirt and trousers whenever hanging out years ago, but now I change into casuals like jeans and T-shirt.""]",Clothing,https://basicenglishspeaking.com/clothing/
45,"[""What is the most impressive competition you\u2019ve entered?"", ""I took part in an eloquence competition, organized by my university last year."", ""What was it about?"", ""The competition was to find out the best public speaker in the university."", ""Were there many participants in the competition?"", ""Yes, there were around 500 participants totally."", ""What prize did you get?"", ""Well, I didn\u2019t get a very high prize, but it didn\u2019t matter, I was still happy with the result."", ""What could you learn from the competition?"", ""I learned the way to develop ideas for a speech beside some body language tips in public speaking."", ""Did you have to prepare a lot for the competition?"", ""Yes, I did. I read various materials about eloquence, as well as rehearsed a lot."", ""How did you know about the competition?"", ""The competition was informed in the school poster."", ""Did you do your best then?"", ""Yes, I think so. After the competition, I know I have to try more."", ""Is the competition useful, in your opinion?"", ""Sure. It helps students learn soft skills as well as become more confident in life.""]",Competition/ contest,https://basicenglishspeaking.com/competition-contest/
44,"[""What is your desired job?"", ""Well, my dream changes in accordance to age. Up to now, I would like to be a great English teacher."", ""Is that a demanding job?"", ""Yes, I think so although people suppose that being a teacher is easy and boring."", ""What challenge do you have when doing that job?"", ""I have some problems with classroom management. Maybe I have to improve that skill a lot in order to be a good teacher."", ""Is it hard to make your dream come true?"", ""Every job needs time and effort, and\u00a0teacher\u00a0does as well. Apart from the academic knowledge I was taught in university, I have to learn many other soft skills."", ""Why do you choose that job?"", ""I really admired my high school English teacher, and I want to be like her."", ""What requirements and characteristics do you need to do that job?"", ""Let\u2019s see. You need to be patient, thoughtful and sympathetic."", ""Does the job have something to do with your major at university?"", ""Sure. I studied English Linguistics and Literature, majored in English teaching. The major does support me a lot in my career path."", ""What does the society think about your job?"", ""I\u2019m not quite sure, but I\u2019m proud to be a teacher, an honor job."", ""Do you make much money with that job?"", ""Not at all. Teacher\u2019s one of the lowest paying jobs in my country."", ""Have you ever thought of leaving your job?"", ""I haven\u2019t thought of that before, but I believe in what I\u2019m doing right now.""]",Job/ Career,https://basicenglishspeaking.com/job-career/
43,"[""What kind of electronic media is popular in your country?"", ""There are some popular kinds: radio, TV and online news."", ""What\u2019s your favorite kind?"", ""I like online news because I have to work with computers every day, it\u2019s easier for me to read online."", ""Why do you like it?"", ""Due to its convenience. I love reading anyway."", ""How often do you access to that kind of electronic media?"", ""Every morning before I start working."", ""What\u2019s interesting about it?"", ""Instead of watching TV or listening to radio passively, I \u2018d rather read and think about the news."", ""Is it convenient to access to that kind of electronic media?"", ""Yes, with a computer, smartphone connected to the Internet, you can read electronic news anytime and anywhere."", ""Do your family like that electronic media too?"", ""No. My dad likes radio, and my mom likes TV."", ""How has\u00a0mass media \u00a0changed recently?"", ""They\u2019re more modern and user-friendly.""]",Electronic Media,https://basicenglishspeaking.com/electronic-media/
42,"[""What is the most impressive building you\u2019ve visited?"", ""It\u2019s the Petronas Twin Tower in Malaysia."", ""Where is it located?"", ""It\u2019s located in the capital of Malaysia, Kuala Lumpur."", ""How tall is it?"", ""They were the tallest buildings in the world from 1998 to 2004. It reaches the height of 451.9 meters."", ""Who was the architect?"", ""C\u00e9sar Pelli, an Argentine American architect."", ""Is it well-known all over the world?"", ""Sure. Tourists can\u2019t miss it when visiting Malaysia."", ""Do you have to purchase a ticket in order to visit the tower?"", ""Yes, I do. It\u2019s sold online."", ""When did you see it?"", ""I saw it 2 years ago."", ""Will you come back there again?"", ""Of course. I\u2019m looking forward to seeing again someday.""]",Architect/ Building,https://basicenglishspeaking.com/architecture-building/
41,"[""What is your favorite TV program?"", ""Well, I watch a lot, but the one I like best is \u201cHow\u2019s it made\u201d."", ""Is that an international TV program?"", ""Yes, it is. It\u2019s available in Canada, Europe, Australia, New Zealand, Southeast Asia, and so on."", ""What is the TV program about?"", ""Its name somehow describes the content, which is about the process of making things like lipsticks, balls, candy, toys, chocolate and so on."", ""How often do you watch that TV program?"", ""Almost every day after dinner."", ""Who watches that program with you?"", ""My family watches it together. My younger brother can\u2019t wait to turn on the TV."", ""What channel is it on?"", ""A very common one, Discovery channel, which focuses on popular science,\u00a0technology, and history."", ""Why do you like that TV program?"", ""I love learning new things, especially about how everything is produced. I would love to run a business about hand-made cosmetics."", ""How does that TV program change you?"", ""I know more about the world around me. It also supports me in my career path to make my dream come true."", ""Who is its target audience?"", ""It particularly aims at families and younger audiences."", ""Would you recommend that TV program to your friends?"", ""Yes, of course. They would be crazy about the program, I bet.""]",TV program,https://basicenglishspeaking.com/tv-program/
39,"[""How many kinds of pollution are there?"", ""There are many types of pollution: land, water, noise, air, light, thermal pollution."", ""What type of pollution is popular in your country?"", ""The most popular one is water pollution, I guess."", ""Have you ever littered?"", ""Yes, I have, but when I was taught the lesson of protecting Mother Nature, I quit littering."", ""What can you do to help prevent pollution?"", ""Reduce and reuse whatever I can to eliminate the amount of waste is what I can do to prevent pollution."", ""What does the government do to encourage people to protect the environment?"", ""They organize some campaigns to raise the awareness of people. Everything should start from education."", ""Are people in your country aware of the environmental issues?"", ""Yes, they are. They care about what happens to the environment around them."", ""Is there any law to force people to protect the environment?"", ""Yes. The environment law states punishments to people doing harm to the environment.""]",Pollution,https://basicenglishspeaking.com/pollution/
40,"[""Are you comfortable with traffic jam?"", ""Not at all. I feel annoyed."", ""Why does it happen?"", ""Because there are too many vehicles on the streets during rush hours, I bet."", ""How often do you sit in a\u00a0traffic jam?"", ""Just every day, when I finish office hour and go back home."", ""What time in a day are you usually caught in a\u00a0traffic jam?"", ""In rush hour at 7 a.m and 5 p.m"", ""How long does it take to escape from the traffic jam?"", ""At least half an hour."", ""What do you do while waiting in a long line?"", ""I often glance at my watch actually."", ""Have you ever had any trouble caused by traffic jam?"", ""Yes, just yesterday I was late for an important meeting with my clients."", ""How has the traffic situation changed recently?"", ""There are more vehicles, which makes traffic jam more and more serious.""]",Traffic jam,https://basicenglishspeaking.com/traffic-jam/
36,"[""Do you like visiting natural places?"", ""Yes, I do. Being close to nature helps me release stress and worry."", ""What\u2019s the most impressive natural scenery you\u2019ve ever seen?"", ""That\u2019s the horseshoe of the Colorado River in Arizona. It\u2019s such a great scenic place on Earth."", ""When did you see it?"", ""I visited the place last Summer holiday."", ""Who went with you?"", ""I went there with my family. We camped near the place."", ""What\u2019s special about it?"", ""I\u2019m fond of the great nature there. It\u2019s a horseshoe-shaped meander of Colorado river."", ""How has it changed recently?"", ""It doesn\u2019t change much actually."", ""What\u2019s the next natural scenery you would like to visit?"", ""My next destination would be the Maroon Bells in Colorado. I fell in love with mountain ranges and yellow flowers there."", ""What can people get from visiting natural places?"", ""People will get closer to Mother Nature. Children have more motivation to discover the world around them."", ""What are some famous natural attractions in your country?"", ""There are many such as Death Valley, Niagara Falls, the Redwoods, and the Grand Canyon, to name a few.""]",Natural scenery,https://basicenglishspeaking.com/natural-scenery/
37,"[""What outdoor activity do you participate in?"", ""I do many, but my favorite one is jogging."", ""Where do you do it?"", ""I go jogging in the park near my place."", ""Who do you do outdoor activities with?"", ""I usually go jogging with my family."", ""Who shares the same interests as you?"", ""My family, especially my dad. We usually jog together."", ""How often do you take part in outdoor activities?"", ""Every morning, except on rainy days."", ""How do you feel after activities?"", ""I feel really relaxed and refreshed."", ""What benefits can you get from outdoor activities?"", ""It\u2019s a good workout method. Jogging is also a good way for me to charge batteries for a long day working."", ""Do you usually play sports outdoors?"", ""Yes, I do. I play volleyball and swim outdoors."", ""Why are children less interested in outdoor activities nowadays?"", ""Children nowadays prefer high-tech gadgets like computers, iPads, and phones to outdoor activities.""]",Outdoor activities,https://basicenglishspeaking.com/outdoor-activities/
38,"[""What law do you like?"", ""I like the traffic law of wearing the\u00a0helmet when traveling by motorbike."", ""Is that an international law?"", ""Yes, people around the world follow this law."", ""When was it issued?"", ""I\u2019m not quite sure, but I guess a long time ago."", ""Who told you that law?"", ""I learned it at school."", ""Is it easy to follow that law?"", ""Yes, it is. It doesn\u2019t cause any inconvenience at all."", ""What do you think about that law?"", ""The traffic law is so necessary for traffic participants when they\u2019re on the road."", ""What benefit can you get from following that law?"", ""It may keep me safe from traffic accidents."", ""Why should people obey the law strictly?"", ""Following\u00a0law is a good way to protect themselves as well as others."", ""What can be done to encourage people to follow the law?"", ""Obeying\u00a0law is people\u2019s responsibility. If they against the law, they\u2019ll put themselves in trouble.""]",Law,https://basicenglishspeaking.com/law/
34,"[""What\u2019s the weather like in your country?"", ""Well, there are 4 seasons: Spring, Summer, Fall, and Winter, which vary considerably in characteristics."", ""What kind of weather do you like?"", ""I enjoy hot weather. There are more things to do when it\u2019s sunny. I love swimming and sunbathing."", ""What months have the best weather in your country?"", ""I believe it\u00a0depends. For me, the best weather is from June to August when it\u2019s warm across the country."", ""Do you like it when it rains?"", ""Not at all. I hate raining."", ""How does the weather affect your feelings?"", ""I usually have a bad mood when it rains. The rain reminds me of sad memories."", ""How has the weather changed recently?"", ""Due to global warming, the weather has become more and more unpredictable. It\u2019s boiling hot in summer and freezing cold on winter days."", ""Do you usually watch the weather forecast?"", ""No, not very often."", ""What\u2019s your favorite season? Why?"", ""Let\u2019s see. I love spring when trees and flowers blossom."", ""What do you like to do when it\u2019s windy?"", ""When it\u2019s windy, I like flying a kite with my friends. That\u2019s interesting.""]",Weather,https://basicenglishspeaking.com/weather/
35,"[""Who is your neighbor?"", ""My neighbor is a university student. He lives next to my apartment."", ""When did you become neighbors?"", ""I first met him when I moved to this apartment 2 years ago."", ""Is he friendly?"", ""Yes, he is. He always smiles when he sees me."", ""How often do you see him?"", ""Every day at the gate. Sometimes I invite him to my apartment when I throw a party."", ""Do you have any problems with him?"", ""Only once when he sang karaoke too loud, which kept me awake all night. We ended up talking to each other the next day, and he never sang karaoke at midnight from then on."", ""Does he usually help you?"", ""Yes, he does. He usually helps me run errands."", ""Would you be sad if he moves to another area?"", ""Yes, of course. That will upset me if he leaves."", ""What\u2019s the difference between friends and neighbors?"", ""I\u2019m not quite sure, but I think the difference may lie in the relationship. A friend can be someone you share your feelings with, while a neighbor can just be someone living next door."", ""What do you need to be a good neighbor?"", ""Being respectful is the most important factor\u00a0in building a good relationship.""]",Neighbor,https://basicenglishspeaking.com/neighbor/
30,"[""How many popular festivals are there in your country?"", ""There are many: New Year\u2019s day, Martin Luther King day, Valentine\u2019s day, St. Patrick day, Easter, etc."", ""What is the most important festival in your country?"", ""I believe that New Year\u2019s day is the most important one since it\u2019s a chance for\u00a0family\u00a0reunion and parties. People gather together to welcome the new year."", ""When does it take place?"", ""It occurs on January 1st."", ""Where\u2019s the festival celebrated?"", ""The New Year\u2019s day is celebrated all over the country. Each family has its own way to celebrate the day."", ""What do people do to prepare for the festival?"", ""Before New Year\u2019 day, people go shopping for food and drinks, repair the house or put up decor."", ""Who can join the festival?"", ""It\u2019s a day for everybody."", ""What do people do in the festival?"", ""On New Year\u2019 Eve, people have a party with traditional food and drinks. After that, they may visit friends or relatives, go to the movies or watch sports."", ""What\u2019s special about that festival?"", ""It marks the end of a year and celebrates a new year. People believe that the things they do on the first day will bring good luck and prosperity to them during the whole year."", ""Is the festival culturally related?"", ""Sure, the festival is an integral part of culture."", ""Why is a festival important?"", ""It adds structure to our social lives\u00a0and connects us with our families and backgrounds.""]",Festival,https://basicenglishspeaking.com/festival/
33,"[""What\u2019s your favorite music band?"", ""I\u2019m a big fan of One Direction. There are 5 singers in the band."", ""Is it famous around the world?"", ""Yes, it is. The band is well known around the world. Almost all teenagers love them."", ""What\u2019s their taste of music?"", ""They sing Pop music. Their most famous song may be \u201cWhat Makes You Beautiful\u2019\u2019."", ""Are they good at dancing?"", ""Yes, I think so. I fall in love with their every step."", ""Have you ever seen them in real life?"", ""Nope, I just watch them on media. I wish I will see them one day."", ""How often do you come to their show?"", ""I watch videos almost every day. Listening to their songs helps me chill out."", ""Can you sing their songs?"", ""Yes, but only one song. I just keep singing it over and over again every day."", ""Do your friends like them?"", ""Of course. We usually watch their performances and discuss it together."", ""Do they have anti-fans?"", ""Yes, every famous singer has anti-fans.""]",A music band,https://basicenglishspeaking.com/a-music-band/
32,"[""What\u2019s the most useful household appliance that you have?"", ""That\u2019s definitely the washing machine."", ""When did you buy it?"", ""I bought it 2 years ago. Actually, my mom gave it to me as a birthday present."", ""Is it expensive?"", ""I don\u2019t think it cost that much."", ""Is it easy to use?"", ""Yes,\u00a0it\u2019s pretty simple."", ""How does it work?"", ""Just put clothes in, press the desired button and everything will be done within several minutes."", ""How often do you use it?"", ""I wash my clothes twice a week."", ""Will you replace it with a more modern one?"", ""No, because it was a present and it\u2019s still working well."", ""How does your life change with that household appliance?"", ""It makes our life more convenient. We can save time as well."", ""Do you think that household appliances will make people lazier and lazier?"", ""Yes, to some extent. With the help of electronic equipment, people tend to forget manual tasks\u00a0and become lazier.""]",Household appliance,https://basicenglishspeaking.com/household-appliance/
31,"[""Do you like to cook?"", ""Yes, I do. Cooking helps me feel relaxed after long hours working."", ""Is there any kind of food you don\u2019t like?"", ""I don\u2019t really like fried chicken, which is very high in fat."", ""Do you eat out or cook at home?"", ""I usually cook at home, sometimes when I\u2019m busy, I go out to eat."", ""How often do you cook?"", ""Just when I have free time. My mom is often responsible for preparing meals. She\u2019s the best cook ever."", ""What\u2019s your favorite food?"", ""I\u2019m addicted to sushi. I can eat sushi every day."", ""Is it Western or Asian cuisine?"", ""It\u2019s Asian cuisine. Sushi is derived from Japan."", ""Is it easy to make your favorite food?"", ""Yes, I guess. The recipe is quite simple."", ""What ingredients do you need to make that food?"", ""I would need rice, eggs, meat, seafood, and vegetables."", ""What do you think about fast food?"", ""I don\u2019t really like fast food. It\u2019s not healthy at all."", ""Would you say that you have a healthy diet?"", ""Yes, I would. I prefer eating vitamins, protein and less fat.""]",Food,https://basicenglishspeaking.com/food/
26,"[""Are you an animal lover?"", ""Yes, I am. I love animals."", ""Are you raising any pets?"", ""Yes, I have a pitbull puppy at home."", ""What is it like?"", ""My puppy is friendly, highly intelligent and well-behaved. He always waves his tail and licks my hand to welcome me home."", ""What does it look like?"", ""He\u2019s a medium-sized puppy with a strong neck, broad\u00a0chest\u00a0and brown hair."", ""What are its habits?"", ""My Pitbull puppy loves doing exercise every day. When he plays, he plays to win."", ""What do you usually do with it?"", ""We usually play tennis together. My puppy helps me pick up tennis balls."", ""What does it like to eat?"", ""He loves beef,\u00a0chicken\u00a0and some dairy products."", ""What do you learn from it?"", ""He teaches me loyalty. An adult pitbull may make me feel safe."", ""Why do people keep pets?"", ""They consider pets as their loyal companions which make their life better."", ""Are pets well looked after in your country?"", ""Yes. People in my country love pets.""]",Animals,https://basicenglishspeaking.com/animals/
